accuracy,f1_macro,f1_illicit,precision_illicit,recall_illicit,bal_acc,mcc,roc_auc_macro,pr_auc_illicit,specificity,fpr,fnr,val_acc,seed
0.9526843235504653,0.8462682470479393,0.9741726253272379,0.9598829598829599,0.9888941773758527,0.8034646839958443,0.7043731778916572,,,0.6180351906158358,0.3819648093841642,0.011105822624147232,0.9480314960629921,42
0.9480314960629921,0.8326391192210016,0.971607352366054,0.9581919160752854,0.9854037759796922,0.7940215360836878,0.6752062798598764,,,0.6026392961876833,0.3973607038123167,0.01459622402030779,0.9503937007874016,123
0.9525411596277737,0.8471036346230318,0.9740721911540416,0.9605861935981489,0.9879422497223544,0.8066544093186552,0.7045401613007358,,,0.625366568914956,0.374633431085044,0.012057750277645565,0.9512526843235505,777
0.9503937007874016,0.8355082021110257,0.972977188535777,0.9568218421658102,0.9896874504204347,0.7884654260899828,0.6866297516737233,,,0.5872434017595308,0.41275659824046923,0.010312549579565287,0.9526843235504653,2023
0.9512526843235505,0.8422270795245789,0.9733807606613767,0.9594667488633737,0.9877042678089798,0.8010368846376277,0.6954785925676967,,,0.6143695014662757,0.38563049853372433,0.01229573219102015,0.9525411596277737,31415
