Model-Split,Ablation,Type,Time,Count
SAGE-Randomsplit,base+basic_temporal+typology,FP,38,14
SAGE-Randomsplit,base+basic_temporal+typology,FP,39,10
SAGE-Randomsplit,base+basic_temporal+typology,FP,40,24
SAGE-Randomsplit,base+basic_temporal+typology,FP,41,427
SAGE-Randomsplit,base+basic_temporal+typology,FP,42,17
SAGE-Randomsplit,base+basic_temporal+typology,FP,43,12
SAGE-Randomsplit,base+basic_temporal+typology,FP,44,5
SAGE-Randomsplit,base+basic_temporal+typology,FP,45,5
SAGE-Randomsplit,base+basic_temporal+typology,FP,46,25
SAGE-Randomsplit,base+basic_temporal+typology,FP,47,8
SAGE-Randomsplit,base+basic_temporal+typology,FP,48,181
SAGE-Randomsplit,base+structural,FN,1,28
SAGE-Randomsplit,base+structural,FN,2,2
SAGE-Randomsplit,base+structural,FN,3,4
SAGE-Randomsplit,base+structural,FN,4,38
SAGE-Randomsplit,base+structural,FN,5,4
SAGE-Randomsplit,base+structural,FN,6,32
SAGE-Randomsplit,base+structural,FN,8,7
SAGE-Randomsplit,base+structural,FN,9,4
SAGE-Randomsplit,base+structural,FN,10,5
SAGE-Randomsplit,base+structural,FN,11,20
SAGE-Randomsplit,base+structural,FN,13,1
SAGE-Randomsplit,base+structural,FN,14,19
SAGE-Randomsplit,base+structural,FN,19,1
SAGE-Randomsplit,base+structural,FN,21,2
SAGE-Randomsplit,base+structural,FN,24,1
SAGE-Randomsplit,base+structural,FN,25,2
SAGE-Randomsplit,base+structural,FN,29,2
SAGE-Randomsplit,base+structural,FN,31,4
SAGE-Randomsplit,base+structural,FN,33,1
SAGE-Randomsplit,base+structural,FN,34,2
SAGE-Randomsplit,base+structural,FN,35,1
SAGE-Randomsplit,base+structural,FN,36,11
SAGE-Randomsplit,base+structural,FN,37,1
SAGE-Randomsplit,base+structural,FN,38,6
SAGE-Randomsplit,base+structural,FN,39,5
SAGE-Randomsplit,base+structural,FN,40,4
SAGE-Randomsplit,base+structural,FN,41,153
SAGE-Randomsplit,base+structural,FN,42,7
SAGE-Randomsplit,base+structural,FN,43,1
SAGE-Randomsplit,base+structural,FN,44,1
SAGE-Randomsplit,base+structural,FN,46,15
SAGE-Randomsplit,base+structural,FN,47,1
SAGE-Randomsplit,base+structural,FN,48,69
SAGE-Randomsplit,base+structural,FP,1,84
SAGE-Randomsplit,base+structural,FP,2,1
SAGE-Randomsplit,base+structural,FP,3,3
SAGE-Randomsplit,base+structural,FP,4,109
SAGE-Randomsplit,base+structural,FP,5,4
SAGE-Randomsplit,base+structural,FP,6,105
SAGE-Randomsplit,base+structural,FP,7,5
SAGE-Randomsplit,base+structural,FP,8,11
SAGE-Randomsplit,base+structural,FP,9,5
SAGE-Randomsplit,base+structural,FP,10,13
SAGE-Randomsplit,base+structural,FP,11,33
SAGE-Randomsplit,base+structural,FP,12,2
SAGE-Randomsplit,base+structural,FP,13,6
SAGE-Randomsplit,base+structural,FP,14,56
SAGE-Randomsplit,base+structural,FP,15,1
SAGE-Randomsplit,base+structural,FP,17,1
SAGE-Randomsplit,base+structural,FP,18,2
SAGE-Randomsplit,base+structural,FP,19,2
SAGE-Randomsplit,base+structural,FP,20,12
SAGE-Randomsplit,base+structural,FP,21,3
SAGE-Randomsplit,base+structural,FP,22,2
SAGE-Randomsplit,base+structural,FP,23,2
SAGE-Randomsplit,base+structural,FP,24,4
SAGE-Randomsplit,base+structural,FP,26,4
SAGE-Randomsplit,base+structural,FP,29,7
SAGE-Randomsplit,base+structural,FP,30,1
SAGE-Randomsplit,base+structural,FP,31,3
SAGE-Randomsplit,base+structural,FP,32,4
SAGE-Randomsplit,base+structural,FP,33,3
SAGE-Randomsplit,base+structural,FP,34,5
SAGE-Randomsplit,base+structural,FP,35,8
SAGE-Randomsplit,base+structural,FP,36,34
SAGE-Randomsplit,base+structural,FP,37,8
SAGE-Randomsplit,base+structural,FP,38,16
SAGE-Randomsplit,base+structural,FP,39,12
SAGE-Randomsplit,base+structural,FP,40,27
SAGE-Randomsplit,base+structural,FP,41,465
SAGE-Randomsplit,base+structural,FP,42,18
SAGE-Randomsplit,base+structural,FP,43,12
SAGE-Randomsplit,base+structural,FP,44,6
SAGE-Randomsplit,base+structural,FP,45,5
SAGE-Randomsplit,base+structural,FP,46,27
SAGE-Randomsplit,base+structural,FP,47,8
SAGE-Randomsplit,base+structural,FP,48,205
SAGE-Randomsplit,base+structural+typology,FN,1,25
SAGE-Randomsplit,base+structural+typology,FN,2,2
SAGE-Randomsplit,base+structural+typology,FN,3,3
SAGE-Randomsplit,base+structural+typology,FN,4,43
SAGE-Randomsplit,base+structural+typology,FN,5,4
SAGE-Randomsplit,base+structural+typology,FN,6,35
SAGE-Randomsplit,base+structural+typology,FN,8,6
SAGE-Randomsplit,base+structural+typology,FN,9,2
SAGE-Randomsplit,base+structural+typology,FN,10,4
SAGE-Randomsplit,base+structural+typology,FN,11,19
SAGE-Randomsplit,base+structural+typology,FN,13,2
SAGE-Randomsplit,base+structural+typology,FN,14,20
SAGE-Randomsplit,base+structural+typology,FN,19,2
SAGE-Randomsplit,base+structural+typology,FN,20,1
SAGE-Randomsplit,base+structural+typology,FN,21,1
SAGE-Randomsplit,base+structural+typology,FN,24,1
SAGE-Randomsplit,base+structural+typology,FN,25,3
SAGE-Randomsplit,base+structural+typology,FN,29,3
SAGE-Randomsplit,base+structural+typology,FN,31,3
SAGE-Randomsplit,base+structural+typology,FN,32,1
SAGE-Randomsplit,base+structural+typology,FN,33,1
SAGE-Randomsplit,base+structural+typology,FN,34,2
SAGE-Randomsplit,base+structural+typology,FN,35,1
SAGE-Randomsplit,base+structural+typology,FN,36,12
SAGE-Randomsplit,base+structural+typology,FN,37,1
SAGE-Randomsplit,base+structural+typology,FN,38,4
SAGE-Randomsplit,base+structural+typology,FN,39,5
SAGE-Randomsplit,base+structural+typology,FN,40,5
SAGE-Randomsplit,base+structural+typology,FN,41,153
SAGE-Randomsplit,base+structural+typology,FN,42,8
SAGE-Randomsplit,base+structural+typology,FN,43,2
SAGE-Randomsplit,base+structural+typology,FN,44,1
SAGE-Randomsplit,base+structural+typology,FN,46,9
SAGE-Randomsplit,base+structural+typology,FN,47,2
SAGE-Randomsplit,base+structural+typology,FN,48,73
SAGE-Randomsplit,base+structural+typology,FP,1,85
SAGE-Randomsplit,base+structural+typology,FP,2,1
SAGE-Randomsplit,base+structural+typology,FP,3,3
SAGE-Randomsplit,base+structural+typology,FP,4,107
SAGE-Randomsplit,base+structural+typology,FP,5,4
SAGE-Randomsplit,base+structural+typology,FP,6,99
SAGE-Randomsplit,base+structural+typology,FP,7,5
SAGE-Randomsplit,base+structural+typology,FP,8,11
SAGE-Randomsplit,base+structural+typology,FP,9,5
SAGE-Randomsplit,base+structural+typology,FP,10,12
SAGE-Randomsplit,base+structural+typology,FP,11,34
SAGE-Randomsplit,base+structural+typology,FP,12,2
SAGE-Randomsplit,base+structural+typology,FP,13,6
SAGE-Randomsplit,base+structural+typology,FP,14,55
SAGE-Randomsplit,base+structural+typology,FP,15,1
SAGE-Randomsplit,base+structural+typology,FP,17,1
SAGE-Randomsplit,base+structural+typology,FP,18,2
SAGE-Randomsplit,base+structural+typology,FP,19,1
SAGE-Randomsplit,base+structural+typology,FP,20,13
SAGE-Randomsplit,base+structural+typology,FP,21,2
SAGE-Randomsplit,base+structural+typology,FP,22,2
SAGE-Randomsplit,base+structural+typology,FP,23,2
SAGE-Randomsplit,base+structural+typology,FP,24,3
SAGE-Randomsplit,base+structural+typology,FP,26,3
SAGE-Randomsplit,base+structural+typology,FP,29,7
SAGE-Randomsplit,base+structural+typology,FP,30,1
SAGE-Randomsplit,base+structural+typology,FP,31,3
SAGE-Randomsplit,base+structural+typology,FP,32,2
SAGE-Randomsplit,base+structural+typology,FP,33,3
SAGE-Randomsplit,base+structural+typology,FP,34,5
SAGE-Randomsplit,base+structural+typology,FP,35,8
SAGE-Randomsplit,base+structural+typology,FP,36,33
SAGE-Randomsplit,base+structural+typology,FP,37,8
SAGE-Randomsplit,base+structural+typology,FP,38,13
SAGE-Randomsplit,base+structural+typology,FP,39,11
SAGE-Randomsplit,base+structural+typology,FP,40,27
SAGE-Randomsplit,base+structural+typology,FP,41,463
SAGE-Randomsplit,base+structural+typology,FP,42,20
SAGE-Randomsplit,base+structural+typology,FP,43,12
SAGE-Randomsplit,base+structural+typology,FP,44,4
SAGE-Randomsplit,base+structural+typology,FP,45,5
SAGE-Randomsplit,base+structural+typology,FP,46,27
SAGE-Randomsplit,base+structural+typology,FP,47,9
SAGE-Randomsplit,base+structural+typology,FP,48,199
SAGE-Randomsplit,base+typology,FN,1,27
SAGE-Randomsplit,base+typology,FN,2,2
SAGE-Randomsplit,base+typology,FN,3,3
SAGE-Randomsplit,base+typology,FN,4,41
SAGE-Randomsplit,base+typology,FN,5,4
SAGE-Randomsplit,base+typology,FN,6,31
SAGE-Randomsplit,base+typology,FN,8,5
SAGE-Randomsplit,base+typology,FN,9,5
SAGE-Randomsplit,base+typology,FN,10,3
SAGE-Randomsplit,base+typology,FN,11,19
SAGE-Randomsplit,base+typology,FN,14,21
SAGE-Randomsplit,base+typology,FN,19,1
SAGE-Randomsplit,base+typology,FN,20,1
SAGE-Randomsplit,base+typology,FN,21,1
SAGE-Randomsplit,base+typology,FN,24,1
SAGE-Randomsplit,base+typology,FN,25,2
SAGE-Randomsplit,base+typology,FN,29,3
SAGE-Randomsplit,base+typology,FN,31,3
SAGE-Randomsplit,base+typology,FN,32,1
SAGE-Randomsplit,base+typology,FN,33,1
SAGE-Randomsplit,base+typology,FN,34,2
SAGE-Randomsplit,base+typology,FN,35,2
SAGE-Randomsplit,base+typology,FN,36,8
SAGE-Randomsplit,base+typology,FN,37,2
SAGE-Randomsplit,base+typology,FN,38,5
SAGE-Randomsplit,base+typology,FN,39,3
SAGE-Randomsplit,base+typology,FN,40,6
SAGE-Randomsplit,base+typology,FN,41,151
SAGE-Randomsplit,base+typology,FN,42,7
SAGE-Randomsplit,base+typology,FN,43,2
SAGE-Randomsplit,base+typology,FN,44,1
SAGE-Randomsplit,base+typology,FN,46,11
SAGE-Randomsplit,base+typology,FN,47,1
SAGE-Randomsplit,base+typology,FN,48,68
SAGE-Randomsplit,base+typology,FP,1,81
SAGE-Randomsplit,base+typology,FP,2,1
SAGE-Randomsplit,base+typology,FP,3,3
SAGE-Randomsplit,base+typology,FP,4,106
SAGE-Randomsplit,base+typology,FP,5,4
SAGE-Randomsplit,base+typology,FP,6,95
SAGE-Randomsplit,base+typology,FP,7,4
SAGE-Randomsplit,base+typology,FP,8,11
SAGE-Randomsplit,base+typology,FP,9,6
SAGE-Randomsplit,base+typology,FP,10,14
SAGE-Randomsplit,base+typology,FP,11,34
SAGE-Randomsplit,base+typology,FP,12,2
SAGE-Randomsplit,base+typology,FP,13,6
SAGE-Randomsplit,base+typology,FP,14,51
SAGE-Randomsplit,base+typology,FP,15,1
SAGE-Randomsplit,base+typology,FP,17,1
SAGE-Randomsplit,base+typology,FP,18,2
SAGE-Randomsplit,base+typology,FP,19,2
SAGE-Randomsplit,base+typology,FP,20,13
SAGE-Randomsplit,base+typology,FP,21,2
SAGE-Randomsplit,base+typology,FP,22,2
SAGE-Randomsplit,base+typology,FP,23,2
SAGE-Randomsplit,base+typology,FP,24,4
SAGE-Randomsplit,base+typology,FP,26,3
SAGE-Randomsplit,base+typology,FP,29,8
SAGE-Randomsplit,base+typology,FP,30,1
SAGE-Randomsplit,base+typology,FP,31,3
SAGE-Randomsplit,base+typology,FP,32,3
SAGE-Randomsplit,base+typology,FP,33,3
SAGE-Randomsplit,base+typology,FP,34,5
SAGE-Randomsplit,base+typology,FP,35,8
SAGE-Randomsplit,base+typology,FP,36,32
SAGE-Randomsplit,base+typology,FP,37,8
SAGE-Randomsplit,base+typology,FP,38,13
SAGE-Randomsplit,base+typology,FP,39,10
SAGE-Randomsplit,base+typology,FP,40,28
SAGE-Randomsplit,base+typology,FP,41,458
SAGE-Randomsplit,base+typology,FP,42,19
SAGE-Randomsplit,base+typology,FP,43,12
SAGE-Randomsplit,base+typology,FP,44,5
SAGE-Randomsplit,base+typology,FP,45,5
SAGE-Randomsplit,base+typology,FP,46,27
SAGE-Randomsplit,base+typology,FP,47,7
SAGE-Randomsplit,base+typology,FP,48,202
SAGE-Randomsplit,no_features,FN,1,26
SAGE-Randomsplit,no_features,FN,2,2
SAGE-Randomsplit,no_features,FN,3,3
SAGE-Randomsplit,no_features,FN,4,33
SAGE-Randomsplit,no_features,FN,5,4
SAGE-Randomsplit,no_features,FN,6,29
SAGE-Randomsplit,no_features,FN,8,4
SAGE-Randomsplit,no_features,FN,9,2
SAGE-Randomsplit,no_features,FN,10,1
SAGE-Randomsplit,no_features,FN,11,15
SAGE-Randomsplit,no_features,FN,13,1
SAGE-Randomsplit,no_features,FN,14,21
SAGE-Randomsplit,no_features,FN,19,1
SAGE-Randomsplit,no_features,FN,21,1
SAGE-Randomsplit,no_features,FN,24,1
SAGE-Randomsplit,no_features,FN,25,3
SAGE-Randomsplit,no_features,FN,29,2
SAGE-Randomsplit,no_features,FN,31,3
SAGE-Randomsplit,no_features,FN,32,2
SAGE-Randomsplit,no_features,FN,33,1
SAGE-Randomsplit,no_features,FN,34,1
SAGE-Randomsplit,no_features,FN,35,2
SAGE-Randomsplit,no_features,FN,36,10
SAGE-Randomsplit,no_features,FN,37,1
SAGE-Randomsplit,no_features,FN,38,2
SAGE-Randomsplit,no_features,FN,39,4
SAGE-Randomsplit,no_features,FN,40,3
SAGE-Randomsplit,no_features,FN,41,135
SAGE-Randomsplit,no_features,FN,42,7
SAGE-Randomsplit,no_features,FN,43,1
SAGE-Randomsplit,no_features,FN,44,1
SAGE-Randomsplit,no_features,FN,46,10
SAGE-Randomsplit,no_features,FN,47,2
SAGE-Randomsplit,no_features,FN,48,59
SAGE-Randomsplit,no_features,FP,1,88
SAGE-Randomsplit,no_features,FP,2,1
SAGE-Randomsplit,no_features,FP,3,3
SAGE-Randomsplit,no_features,FP,4,107
SAGE-Randomsplit,no_features,FP,5,4
SAGE-Randomsplit,no_features,FP,6,104
SAGE-Randomsplit,no_features,FP,7,5
SAGE-Randomsplit,no_features,FP,8,11
SAGE-Randomsplit,no_features,FP,9,5
SAGE-Randomsplit,no_features,FP,10,13
SAGE-Randomsplit,no_features,FP,11,36
SAGE-Randomsplit,no_features,FP,12,2
SAGE-Randomsplit,no_features,FP,13,6
SAGE-Randomsplit,no_features,FP,14,53
SAGE-Randomsplit,no_features,FP,15,1
SAGE-Randomsplit,no_features,FP,17,1
SAGE-Randomsplit,no_features,FP,18,2
SAGE-Randomsplit,no_features,FP,19,2
SAGE-Randomsplit,no_features,FP,20,12
SAGE-Randomsplit,no_features,FP,21,2
SAGE-Randomsplit,no_features,FP,22,2
SAGE-Randomsplit,no_features,FP,23,2
SAGE-Randomsplit,no_features,FP,24,3
SAGE-Randomsplit,no_features,FP,26,3
SAGE-Randomsplit,no_features,FP,29,7
SAGE-Randomsplit,no_features,FP,30,1
SAGE-Randomsplit,no_features,FP,31,2
SAGE-Randomsplit,no_features,FP,32,3
SAGE-Randomsplit,no_features,FP,33,3
SAGE-Randomsplit,no_features,FP,34,5
SAGE-Randomsplit,no_features,FP,35,8
SAGE-Randomsplit,no_features,FP,36,37
SAGE-Randomsplit,no_features,FP,37,8
SAGE-Randomsplit,no_features,FP,38,15
SAGE-Randomsplit,no_features,FP,39,10
SAGE-Randomsplit,no_features,FP,40,27
SAGE-Randomsplit,no_features,FP,41,464
SAGE-Randomsplit,no_features,FP,42,19
SAGE-Randomsplit,no_features,FP,43,12
SAGE-Randomsplit,no_features,FP,44,5
SAGE-Randomsplit,no_features,FP,45,5
SAGE-Randomsplit,no_features,FP,46,26
SAGE-Randomsplit,no_features,FP,47,8
SAGE-Randomsplit,no_features,FP,48,203
SAGE-Temporal,all,FN,1,41
SAGE-Temporal,all,FN,3,3
SAGE-Temporal,all,FN,4,36
SAGE-Temporal,all,FN,5,9
SAGE-Temporal,all,FN,6,95
SAGE-Temporal,all,FN,8,7
SAGE-Temporal,all,FN,10,2
SAGE-Temporal,all,FN,11,20
SAGE-Temporal,all,FN,12,3
SAGE-Temporal,all,FN,13,4
SAGE-Temporal,all,FN,14,43
SAGE-Temporal,all,FN,15,1
SAGE-Temporal,all,FN,20,7
SAGE-Temporal,all,FN,22,6
SAGE-Temporal,all,FN,24,6
SAGE-Temporal,all,FN,25,1
SAGE-Temporal,all,FN,27,5
SAGE-Temporal,all,FN,29,2
SAGE-Temporal,all,FN,32,4
SAGE-Temporal,all,FN,33,1
SAGE-Temporal,all,FN,35,12
SAGE-Temporal,all,FN,36,16
SAGE-Temporal,all,FN,37,6
SAGE-Temporal,all,FN,38,8
SAGE-Temporal,all,FN,39,14
SAGE-Temporal,all,FN,40,1
SAGE-Temporal,all,FN,41,190
SAGE-Temporal,all,FN,42,26
SAGE-Temporal,all,FN,43,4
SAGE-Temporal,all,FN,44,11
SAGE-Temporal,all,FN,46,12
SAGE-Temporal,all,FN,47,4
SAGE-Temporal,all,FN,48,159
SAGE-Temporal,all,FN,49,1
SAGE-Temporal,all,FP,1,43
SAGE-Temporal,all,FP,4,41
SAGE-Temporal,all,FP,5,8
SAGE-Temporal,all,FP,6,299
SAGE-Temporal,all,FP,8,10
SAGE-Temporal,all,FP,9,15
SAGE-Temporal,all,FP,10,16
SAGE-Temporal,all,FP,11,44
SAGE-Temporal,all,FP,13,10
SAGE-Temporal,all,FP,14,223
SAGE-Temporal,all,FP,17,5
SAGE-Temporal,all,FP,24,5
SAGE-Temporal,all,FP,29,5
SAGE-Temporal,all,FP,32,1
SAGE-Temporal,all,FP,34,5
SAGE-Temporal,all,FP,36,24
SAGE-Temporal,all,FP,37,5
SAGE-Temporal,all,FP,38,5
SAGE-Temporal,all,FP,39,5
SAGE-Temporal,all,FP,40,21
SAGE-Temporal,all,FP,41,621
SAGE-Temporal,all,FP,42,12
SAGE-Temporal,all,FP,43,15
SAGE-Temporal,all,FP,45,5
SAGE-Temporal,all,FP,46,20
SAGE-Temporal,all,FP,47,1
SAGE-Temporal,all,FP,48,386
SAGE-Temporal,base+basic_temporal,FN,1,21
SAGE-Temporal,base+basic_temporal,FN,4,35
SAGE-Temporal,base+basic_temporal,FN,5,5
SAGE-Temporal,base+basic_temporal,FN,6,84
SAGE-Temporal,base+basic_temporal,FN,8,4
SAGE-Temporal,base+basic_temporal,FN,10,1
SAGE-Temporal,base+basic_temporal,FN,11,14
SAGE-Temporal,base+basic_temporal,FN,12,4
SAGE-Temporal,base+basic_temporal,FN,13,5
SAGE-Temporal,base+basic_temporal,FN,14,37
SAGE-Temporal,base+basic_temporal,FN,20,6
SAGE-Temporal,base+basic_temporal,FN,22,6
SAGE-Temporal,base+basic_temporal,FN,24,5
SAGE-Temporal,base+basic_temporal,FN,25,1
SAGE-Temporal,base+basic_temporal,FN,27,5
SAGE-Temporal,base+basic_temporal,FN,32,7
SAGE-Temporal,base+basic_temporal,FN,35,10
SAGE-Temporal,base+basic_temporal,FN,36,11
SAGE-Temporal,base+basic_temporal,FN,37,1
SAGE-Temporal,base+basic_temporal,FN,38,6
SAGE-Temporal,base+basic_temporal,FN,39,10
SAGE-Temporal,base+basic_temporal,FN,40,1
SAGE-Temporal,base+basic_temporal,FN,41,158
SAGE-Temporal,base+basic_temporal,FN,42,27
SAGE-Temporal,base+basic_temporal,FN,43,5
SAGE-Temporal,base+basic_temporal,FN,44,5
SAGE-Temporal,base+basic_temporal,FN,46,15
SAGE-Temporal,base+basic_temporal,FN,47,3
SAGE-Temporal,base+basic_temporal,FN,48,128
SAGE-Temporal,base+basic_temporal,FP,1,45
SAGE-Temporal,base+basic_temporal,FP,4,43
SAGE-Temporal,base+basic_temporal,FP,5,8
SAGE-Temporal,base+basic_temporal,FP,6,304
SAGE-Temporal,base+basic_temporal,FP,8,10
SAGE-Temporal,base+basic_temporal,FP,9,15
SAGE-Temporal,base+basic_temporal,FP,10,16
SAGE-Temporal,base+basic_temporal,FP,11,44
SAGE-Temporal,base+basic_temporal,FP,13,10
SAGE-Temporal,base+basic_temporal,FP,14,227
SAGE-Temporal,base+basic_temporal,FP,17,5
SAGE-Temporal,base+basic_temporal,FP,24,5
SAGE-Temporal,base+basic_temporal,FP,29,5
SAGE-Temporal,base+basic_temporal,FP,34,5
SAGE-Temporal,base+basic_temporal,FP,36,25
SAGE-Temporal,base+basic_temporal,FP,37,5
SAGE-Temporal,base+basic_temporal,FP,38,5
SAGE-Temporal,base+basic_temporal,FP,39,6
SAGE-Temporal,base+basic_temporal,FP,40,22
SAGE-Temporal,base+basic_temporal,FP,41,629
SAGE-Temporal,base+basic_temporal,FP,42,14
SAGE-Temporal,base+basic_temporal,FP,43,15
SAGE-Temporal,base+basic_temporal,FP,45,5
SAGE-Temporal,base+basic_temporal,FP,46,21
SAGE-Temporal,base+basic_temporal,FP,47,1
SAGE-Temporal,base+basic_temporal,FP,48,398
SAGE-Temporal,base+basic_temporal+typology,FN,1,22
SAGE-Temporal,base+basic_temporal+typology,FN,3,2
SAGE-Temporal,base+basic_temporal+typology,FN,4,41
SAGE-Temporal,base+basic_temporal+typology,FN,5,9
SAGE-Temporal,base+basic_temporal+typology,FN,6,70
SAGE-Temporal,base+basic_temporal+typology,FN,8,12
SAGE-Temporal,base+basic_temporal+typology,FN,10,4
SAGE-Temporal,base+basic_temporal+typology,FN,11,17
SAGE-Temporal,base+basic_temporal+typology,FN,12,4
SAGE-Temporal,base+basic_temporal+typology,FN,13,5
SAGE-Temporal,base+basic_temporal+typology,FN,14,55
SAGE-Temporal,base+basic_temporal+typology,FN,19,1
SAGE-Temporal,base+basic_temporal+typology,FN,20,6
SAGE-Temporal,base+basic_temporal+typology,FN,22,4
SAGE-Temporal,base+basic_temporal+typology,FN,24,5
SAGE-Temporal,base+basic_temporal+typology,FN,27,5
SAGE-Temporal,base+basic_temporal+typology,FN,29,3
SAGE-Temporal,base+basic_temporal+typology,FN,32,7
SAGE-Temporal,base+basic_temporal+typology,FN,33,1
SAGE-Temporal,base+basic_temporal+typology,FN,34,1
SAGE-Temporal,base+basic_temporal+typology,FN,35,8
SAGE-Temporal,base+basic_temporal+typology,FN,36,10
SAGE-Temporal,base+basic_temporal+typology,FN,37,6
SAGE-Temporal,base+basic_temporal+typology,FN,38,7
SAGE-Temporal,base+basic_temporal+typology,FN,39,12
SAGE-Temporal,base+basic_temporal+typology,FN,41,158
SAGE-Temporal,base+basic_temporal+typology,FN,42,20
SAGE-Temporal,base+basic_temporal+typology,FN,43,7
SAGE-Temporal,base+basic_temporal+typology,FN,44,8
SAGE-Temporal,base+basic_temporal+typology,FN,46,12
SAGE-Temporal,base+basic_temporal+typology,FN,47,5
SAGE-Temporal,base+basic_temporal+typology,FN,48,142
SAGE-Temporal,base+basic_temporal+typology,FN,49,1
SAGE-Temporal,base+basic_temporal+typology,FP,1,48
SAGE-Temporal,base+basic_temporal+typology,FP,4,48
SAGE-Temporal,base+basic_temporal+typology,FP,5,8
SAGE-Temporal,base+basic_temporal+typology,FP,6,304
SAGE-Temporal,base+basic_temporal+typology,FP,8,10
SAGE-Temporal,base+basic_temporal+typology,FP,9,15
SAGE-Temporal,base+basic_temporal+typology,FP,10,15
SAGE-Temporal,base+basic_temporal+typology,FP,11,48
SAGE-Temporal,base+basic_temporal+typology,FP,13,10
SAGE-Temporal,base+basic_temporal+typology,FP,14,223
SAGE-Temporal,base+basic_temporal+typology,FP,17,5
SAGE-Temporal,base+basic_temporal+typology,FP,24,5
SAGE-Temporal,base+basic_temporal+typology,FP,29,5
SAGE-Temporal,base+basic_temporal+typology,FP,32,2
SAGE-Temporal,base+basic_temporal+typology,FP,33,1
SAGE-Temporal,base+basic_temporal+typology,FP,34,5
SAGE-Temporal,base+basic_temporal+typology,FP,36,25
SAGE-Temporal,base+basic_temporal+typology,FP,37,5
SAGE-Temporal,base+basic_temporal+typology,FP,38,5
SAGE-Temporal,base+basic_temporal+typology,FP,39,6
SAGE-Temporal,base+basic_temporal+typology,FP,40,23
SAGE-Temporal,base+basic_temporal+typology,FP,41,645
SAGE-Temporal,base+basic_temporal+typology,FP,42,15
SAGE-Temporal,base+basic_temporal+typology,FP,43,15
SAGE-Temporal,base+basic_temporal+typology,FP,45,5
SAGE-Temporal,base+basic_temporal+typology,FP,46,20
SAGE-Temporal,base+basic_temporal+typology,FP,48,396
SAGE-Temporal,base+structural,FN,1,24
SAGE-Temporal,base+structural,FN,4,27
SAGE-Temporal,base+structural,FN,5,3
SAGE-Temporal,base+structural,FN,6,68
SAGE-Temporal,base+structural,FN,8,11
SAGE-Temporal,base+structural,FN,10,2
SAGE-Temporal,base+structural,FN,11,11
SAGE-Temporal,base+structural,FN,12,2
SAGE-Temporal,base+structural,FN,13,5
SAGE-Temporal,base+structural,FN,14,27
SAGE-Temporal,base+structural,FN,20,5
SAGE-Temporal,base+structural,FN,22,5
SAGE-Temporal,base+structural,FN,24,5
SAGE-Temporal,base+structural,FN,27,5
SAGE-Temporal,base+structural,FN,29,1
SAGE-Temporal,base+structural,FN,32,7
SAGE-Temporal,base+structural,FN,35,9
SAGE-Temporal,base+structural,FN,36,10
SAGE-Temporal,base+structural,FN,37,6
SAGE-Temporal,base+structural,FN,38,4
SAGE-Temporal,base+structural,FN,39,12
SAGE-Temporal,base+structural,FN,40,1
SAGE-Temporal,base+structural,FN,41,147
SAGE-Temporal,base+structural,FN,42,18
SAGE-Temporal,base+structural,FN,43,7
SAGE-Temporal,base+structural,FN,44,7
SAGE-Temporal,base+structural,FN,46,9
SAGE-Temporal,base+structural,FN,48,122
SAGE-Temporal,base+structural,FP,1,50
SAGE-Temporal,base+structural,FP,4,43
SAGE-Temporal,base+structural,FP,5,9
SAGE-Temporal,base+structural,FP,6,305
SAGE-Temporal,base+structural,FP,8,10
SAGE-Temporal,base+structural,FP,9,15
SAGE-Temporal,base+structural,FP,10,18
SAGE-Temporal,base+structural,FP,11,48
SAGE-Temporal,base+structural,FP,13,10
SAGE-Temporal,base+structural,FP,14,240
SAGE-Temporal,base+structural,FP,17,5
SAGE-Temporal,base+structural,FP,24,5
SAGE-Temporal,base+structural,FP,29,5
SAGE-Temporal,base+structural,FP,32,5
SAGE-Temporal,base+structural,FP,34,6
SAGE-Temporal,base+structural,FP,36,25
SAGE-Temporal,base+structural,FP,37,5
SAGE-Temporal,base+structural,FP,38,5
SAGE-Temporal,base+structural,FP,39,8
SAGE-Temporal,base+structural,FP,40,22
SAGE-Temporal,base+structural,FP,41,645
SAGE-Temporal,base+structural,FP,42,15
SAGE-Temporal,base+structural,FP,43,15
SAGE-Temporal,base+structural,FP,45,5
SAGE-Temporal,base+structural,FP,46,22
SAGE-Temporal,base+structural,FP,47,2
SAGE-Temporal,base+structural,FP,48,411
SAGE-Temporal,base+structural+typology,FN,1,18
SAGE-Temporal,base+structural+typology,FN,4,25
SAGE-Temporal,base+structural+typology,FN,5,4
SAGE-Temporal,base+structural+typology,FN,6,86
SAGE-Temporal,base+structural+typology,FN,8,8
SAGE-Temporal,base+structural+typology,FN,11,13
SAGE-Temporal,base+structural+typology,FN,12,3
SAGE-Temporal,base+structural+typology,FN,13,5
SAGE-Temporal,base+structural+typology,FN,14,31
SAGE-Temporal,base+structural+typology,FN,20,5
SAGE-Temporal,base+structural+typology,FN,22,5
SAGE-Temporal,base+structural+typology,FN,23,1
SAGE-Temporal,base+structural+typology,FN,24,5
SAGE-Temporal,base+structural+typology,FN,27,5
SAGE-Temporal,base+structural+typology,FN,29,2
SAGE-Temporal,base+structural+typology,FN,32,9
SAGE-Temporal,base+structural+typology,FN,35,10
SAGE-Temporal,base+structural+typology,FN,36,6
